date,platform,business_name,page_url,category,followers,email,phone,website,has_website,address,last_post_date,qualification_score,status,notes
2026-07-02,facebook,Helpful Perfumes,https://www.facebook.com/helpfulperfumes,retail,14K followers,,+8801344870322,,false,"House#33, Road#03, Block#B, Banasree, Dhaka, Dhaka","Jul 2, 2026 11:47 AM",10,new,Auto-extracted via extension.
2026-07-02,facebook,Soldiers 1.0,https://www.facebook.com/profile.php?id=61561336541627,general,31K followers,,+8801781495080,https://soldier.sellbd.shop/,true,"lane,gavtola,moghbazar, Dhaka, Bangladesh, Dhaka, Bangladesh, 1217
Dhaka, Dhaka",1d,8,new,Auto-extracted via extension.
2026-07-02,facebook,Elite Choice,https://www.facebook.com/the.eliteavijatto,general,19K followers,,"+8801728765584, +8801873415950",https://www.instagram,true,Chittagong road,22h,8,new,Auto-extracted via extension.
2026-07-02,facebook,Eskay Decor,https://www.facebook.com/EskayDecor,general,69K followers,,+8801767695074,,false,"Road, Rupayan Shopping Square, Ground floor. Shop no :114/120 Bashundhara R/A, Dhaka, Bangladesh
Dhaka, Dhaka",2h,8,new,Auto-extracted via extension.
2026-07-02,facebook,Home Heaven,https://www.facebook.com/profile.php?id=61583659277393,home,161K followers,,,,false,"House #3 , Road no - 14 , L block , South banasree , Dhaka",1h,8,new,Auto-extracted via extension.
2026-07-02,facebook,Rainy Roof Restaurant,https://www.facebook.com/Rainyroof,restaurant,79K followers,rainyroofdhaka@gmail.com,"+8801716880888, +8801409880888",http://www.rainyroof.com/,true,Dhaka,10m,9,new,Auto-extracted via extension.
2026-07-02,facebook,The Red Chamber,https://www.facebook.com/theredchamber,restaurant,35K followers,,+8801316048262,,false,"Level 13, Hamid Tower, Gulshan Circle 2, Dhaka",5d,9,new,Auto-extracted via extension.
2026-07-02,facebook,Thrift Fashion BD,https://www.facebook.com/thriftfashionbd,fashion,3K followers,mdrabbikhan664@gmail.com,+8801767778067,,false,Dhaka,"Jun 29, 2026 3:29 PM",10,new,Auto-extracted via extension.
2026-07-02,facebook,Safina's Kitchen,https://www.facebook.com/your.safinaskitchen,general,1.3K followers,dewanibadu@gmail.com,+61 450 993 913,,false,,"Jul 1, 2026 3:41 PM",10,new,Auto-extracted via extension. Manual input — Phone: +61 450 993 913.
2026-07-02,facebook,Kabsa House BD,https://www.facebook.com/kabsahousebd,services,6.3K followers,kabsahousebd@gmail.com,+8801302898110,,false,"Dhaka Division, Bangladesh
Contact info
 kabsahouse","Jul 2, 2026 3:26 PM",10,new,Auto-extracted via extension.
2026-07-02,facebook,Junosol Home,https://www.facebook.com/Junosol.Home,home,38K followers,junosol.home@gmail.com,+8801773740564,,false,"Dhaka, Bangladesh, 1213
Communities
Junosol Home Broad",14h,10,new,Auto-extracted via extension.
2026-07-02,facebook,HM Boutique,https://www.facebook.com/hm.boutiques.bd,fashion,29K followers,,+8801973607457,,false,Dhaka,"Jul 2, 2026 3:01 PM",10,new,Auto-extracted via extension.
2026-07-02,facebook,Noor Jewellers BD,https://www.facebook.com/NoorJewellers01,general,329K followers,,"+8801828686868, +8801894434200, +8801894434201, +8801894434197, +8801894434204, +8801894434198, +8801898448996",http://www.noorjewellersbd.com/,true,"Level - 7, Block -D, Shop No-16 & 17, Panthapath, Dhaka., Dhaka, Bangladesh · Khandakar Haque Tower, Kandirpar, Cumilla., Comilla",1m,8,new,Auto-extracted via extension.
2026-07-02,facebook,,https://www.facebook.com/arwearrBD,general,3.1K followers,arwearbd@gmail.com,+8801810150522,,false,Dhaka,"Jun 30, 2026 11:03 PM",10,new,Auto-extracted via extension.
2026-07-02,facebook,CreativeArt,https://www.facebook.com/creativeart456,fashion,12K followers,creativeart7555@gmail.com,+8801855502755,,false,Dhaka,5d,10,new,Auto-extracted via extension.
2026-07-02,facebook,Nail art desire,https://www.facebook.com/nailartdesire,beauty,21K followers,,+8801707013220,,false,Dhaka,2h,9,new,Auto-extracted via extension.
2026-07-02,facebook,Sajeda’s Jewellery,https://www.facebook.com/Sajedajewellery,jewelry,15K followers,sajedacollection3@gmail.com,+8801791306444,http://www.sajedasjewellery.com/,true,"floor lift 2, Sylhet, Bangladesh, 3100
Sylhet, Sylhet",46m,9,new,Auto-extracted via extension.
2026-07-02,facebook,Unique Kurti,https://www.facebook.com/uniquekurtibd,fashion,144K followers,,+8801924642462,https://www.uniquekurtibd.com/,true,,23h,7,new,Auto-extracted via extension.
2026-07-02,facebook,Poroshmoni Saree,https://www.facebook.com/Poroshmonisaree,fashion,681K followers,,"+8801631733309, +8801746272244",http://www.poroshmonisaree.com/,true,"poroshmonisaree.com, · goo.gl, · tiktok.com",1h,8,new,Auto-extracted via extension.
2026-07-02,facebook,"Juirisha Door 
(জুইরিশা ডোর)",https://www.facebook.com/juirishadoor,fashion,239K followers,juirishadoorr@gmail.com,+8801959610740,http://www.juirisha.com/,true,"Level 2 Store 361 ( Juirisha Door ), Dhaka",1d,9,new,Auto-extracted via extension.
2026-07-02,facebook,Gadget Zone BD,https://www.facebook.com/info.gadgetzonebd,retail,11K followers,info.gadgetzonebd@gmail.com,+8801749280077,,false,Dhaka,"Jul 2, 2026 10:50 AM",10,new,Auto-extracted via extension.
2026-07-02,facebook,Gadgets Shelter,https://www.facebook.com/GadgetsShelter,retail,39K followers,,+8801346065481,,false,Dhaka,4h,9,new,Auto-extracted via extension.
2026-07-02,facebook,Rose Emporio,https://www.facebook.com/profile.php?id=61554254252715,jewelry,9.3K followers,,"+8801604521101, +1777671289",,false,"floor, Shop no-12, Banani , Dhaka, Bangladesh, 1213
Dhaka, Dhaka","Jul 2, 2026 4:31 PM",10,new,Auto-extracted via extension.
2026-07-02,facebook,Prionty House Design | Dhaka,https://www.facebook.com/priontyhousedesign,general,"448,619",,+8801782529245,,false,"House Design, Dhaka",,8,new,Auto-extracted via web extractor.
2026-07-02,facebook,Iris Fashion,https://www.facebook.com/irisfashion.com.bd,fashion,"956,617",irisfashion0102@gmail.com,+8801784218230,https://gmail.com/,true,,,8,new,Auto-extracted via web extractor.
2026-07-02,facebook,EQRA glam city,https://www.facebook.com/eqraglamcity,retail,"305,411",raju.hasan1986@gmail.com,+8801741721111,https://gmail.com/,true,Rangpur,,9,new,Auto-extracted via web extractor.
2026-07-02,facebook,Bhallagenaa,https://www.facebook.com/bhallagenaabd,fashion,"48,853",bhallagenaabd@gmail.com,+8801631137537,https://gmail.com/,true,,,9,new,Auto-extracted via web extractor.
2026-07-02,facebook,Femme'Z Fashion | Dhaka,https://www.facebook.com/femmezfashion,retail,"1,378,105",sareewaliinfo@gmail.com,+8801896222048,https://femmezfashion.com/,true,Dhaka,,9,new,Auto-extracted via web extractor.
2026-07-02,facebook,LIVE STYLE | Dhaka,https://www.facebook.com/LiveStyle.ro,fashion,"63,273",livestyle7000@gmail.com,+8801911094249,https://livestyleclothing.com/,true,"Wari, Dhaka Division, Bangladesh · Jatrabari, Dhaka",,9,new,Auto-extracted via web extractor.
2026-07-02,facebook,SA Fashion House | Ramna,https://www.facebook.com/sa.fsn.bd,fashion,"70,735",safashionhousebd01@gmail.com,+8801920072849,,false,Dhaka,,10,new,Extracted via Lead Manager Pro.
2026-07-02,facebook,Fairytale | Dhaka,https://www.facebook.com/ANNIARAFAT94,fashion,"449,148",maksuda.sultana.102@gmail.com,+8801712026029,,false,Dhaka,,10,new,Extracted via Lead Manager Pro.
2026-07-03 20:28:48,facebook,Test Lead Repro,https://facebook.com/test-repro-001,fashion,5000,,01711111111,,,,,7,new,
2026-07-03 20:49:09,facebook,NoTelegram Test,https://facebook.com/notg-001,fashion,3000,,01711111111,,,,,8,new,
2026-07-03 20:49:10,facebook,WithTelegram Test,https://facebook.com/withtg-001,fashion,3000,,01711111112,,,,,8,new,
2026-07-03 20:49:48,facebook,Quiet Test,https://facebook.com/quiet-001,fashion,3000,,01711111113,,,,,7,new,
2026-07-03 20:49:57,facebook,Quiet2,https://facebook.com/quiet-002,fashion,3000,,01711111114,,,,,7,new,
2026-07-03 20:50:18,facebook,UserPrefTest,https://facebook.com/userpref-001,fashion,3000,,01711111115,,,,,7,new,
2026-07-03 20:53:42,facebook,DebugX,https://facebook.com/debugx-001,fashion,3000,,01711111116,,,,,7,new,
2026-07-03 20:56:30,facebook,FixA,https://facebook.com/fixa-001,fashion,3000,,01711111120,,,,,7,new,
2026-07-03 20:56:31,facebook,FixB,https://facebook.com/fixb-001,fashion,3000,,01711111121,,,,,7,new,
2026-07-03 20:56:32,facebook,FixC,https://facebook.com/fixc-001,fashion,3000,,01711111122,,,,,7,new,
2026-07-03 20:58:54,facebook,End2EndDB,https://facebook.com/end2end-db-001,fashion,3000,,01711111130,,,,,7,new,
2026-07-03 20:58:55,facebook,End2EndTG,https://facebook.com/end2end-tg-001,fashion,3000,,01711111131,,,,,7,new,
2026-07-03 21:19:54,facebook,PostFix,https://facebook.com/postfix-001,fashion,3000,,01711111132,,,,,7,new,
2026-07-03 21:23:21,facebook,FinalTest,https://facebook.com/finaltest-001,fashion,,,01711111133,,,,,7,new,
2026-07-03 21:23:23,facebook,FinalTestTG,https://facebook.com/finaltesttg-001,fashion,,,01711111134,,,,,7,new,
2026-07-03 21:25:32,facebook,ExtensionNoToken,https://facebook.com/ext-notoken-001,general,,,,,,,,7,new,
2026-07-03 21:25:32,facebook,ExtensionDBOnly,https://facebook.com/ext-dbonly-001,fashion,,,01711111140,,,,,7,new,
2026-07-03 21:25:33,facebook,ExtensionTG,https://facebook.com/ext-tg-001,fashion,,,01711111141,,,,,7,new,
2026-07-03 21:25:58,facebook,ExtDBOnly2,https://facebook.com/extdbonly2-001,fashion,,,01711111150,,,,,7,new,
2026-07-03 21:25:59,facebook,ExtTG2,https://facebook.com/exttg2-001,fashion,,,01711111151,,,,,7,new,
2026-07-03,facebook,Siddiquea Gold Jewellery,https://www.facebook.com/masudjewelrybd,jewelry,367K followers,rkhalilur734@gmail.com,,https://peoplechoice24.com/,true,,1h,7,new,Auto-extracted via extension.
2026-07-03 21:41:05,facebook,BulkDel1,https://facebook.com/BulkDel1,fashion,3000,,01711111199,,,,,7,new,
2026-07-03 21:41:05,facebook,BulkDel2,https://facebook.com/BulkDel2,fashion,3000,,01711111199,,,,,7,new,
2026-07-03 21:41:05,facebook,BulkDel3,https://facebook.com/BulkDel3,fashion,3000,,01711111199,,,,,7,new,
2026-07-03 21:41:15,facebook,WebDBOnly,https://facebook.com/web-dbonly-001,fashion,3000,,01711111180,,,,,7,new,
2026-07-03 21:41:17,facebook,WebTG,https://facebook.com/web-tg-001,fashion,3000,,01711111181,,,,,7,new,
2026-07-03 22:17:47,facebook,TrashA,https://facebook.com/TrashA,fashion,3000,,01711111200,,,,,7,new,
2026-07-03 22:17:47,facebook,TrashB,https://facebook.com/TrashB,fashion,3000,,01711111200,,,,,7,new,
2026-07-03 22:17:48,facebook,TrashC,https://facebook.com/TrashC,fashion,3000,,01711111200,,,,,7,new,
2026-07-03,facebook,ExtractTest,https://facebook.com/extract-style-001,fashion,3000,,01711111190,,,,,7,new,
2026-07-03 22:47:12,facebook,EndTest,https://facebook.com/endtest-001,fashion,3000,,01711111191,,,,,7,new,
2026-07-03,facebook,SaveSingleTest,https://facebook.com/savesingle-001,general,1000,a@b.com,,,,,,7,new,Extracted via Lead Manager Pro.
2026-07-03,facebook,ExtractHangTest,https://facebook.com/extract-hang-001,fashion,1000,x@y.com,01711111199,https://x.com,true,,,7,new,Auto-extracted via web extractor.
2026-07-03,facebook,BrowserTest,https://facebook.com/browser-test-001,fashion,1000,,,,false,,,7,new,Auto-extracted via web extractor.
2026-07-03,facebook,RealisticSaveTest,https://facebook.com/realistic-save-001,fashion,1000,,,,false,,,7,new,Auto-extracted via web extractor.
2026-07-03,facebook,FinalReal,https://facebook.com/finalreal-001,fashion,1000,,,,false,,,7,new,Test
2026-07-03,facebook,This browser isn't supported,https://facebook.com/aquabatherapy,general,,,,,false,,,6,new,Auto-extracted via web extractor.
2026-07-03,facebook,Al Haramain Perfumes Bangladesh,https://www.facebook.com/AlHaramainBangladesh,retail,"226,164",bd.online@alharamainperfumes.com,+8801922257777,https://alharamainperfumes.com/bangladesh,true,,,8,new,Auto-extracted via web extractor.
2026-07-03,facebook,Burger Xpress | Dhaka,https://www.facebook.com/share/14gg6U4DNFM,retail,"78,406",burgerxpressbd@gmail.com,,https://burgerxpress.bd/,true,"Bashundhara, Kuwaiti Mosque Rd, Dhaka, Dhaka",,8,new,Auto-extracted via web extractor.
2026-07-04 00:33:40,facebook,RegularUserTest,https://facebook.com/regularuser-001,fashion,1000,,01711111200,,,,,7,new,
2026-07-04 00:33:41,facebook,AdminUserTest,https://facebook.com/adminuser-001,fashion,1000,,01711111201,,,,,7,new,
2026-07-04 00:58:38,facebook,BobsLead,https://facebook.com/bobslead-001,fashion,1000,,01711111300,,,,,7,new,
2026-07-04 00:58:39,facebook,AdminLead,https://facebook.com/adminlead-001,fashion,1000,,01711111301,,,,,7,new,
2026-07-04,facebook,Test Delete Lead,https://www.facebook.com/test-delete-lead-123,general,1000,test@example.com,+8801712345678,,,,,,new,
2026-07-04,facebook,Delete Test Lead,https://www.facebook.com/delete-test-lead-v2,general,5000,testdel@example.com,,,,,,,new,
2026-07-04,facebook,New Sonartari Jewellers,https://www.facebook.com/NewSonartariJewellers,general,154K followers,,01722114122,https://newsonartari.com/,true,"Level - 7, Block - C, Shop -51, Bashundhara City Shopping Mall, Panthapath, Dhaka","Jul 3, 2026 6:16 PM",8,new,Auto-extracted via extension. Manual input — Phone: 01722114122.
2026-07-04,facebook,Dhaka Boutiques & accessories,https://www.facebook.com/dhaka.botique,fashion,162K followers,dhaka.wholesale@gmail.com,+8801726222344,,false,Dhaka,"Jul 4, 2026 3:10 AM",10,new,Auto-extracted via extension.
2026-07-04,facebook,Royal Diamond,https://www.facebook.com/RoyalDiamondbd,jewelry,1M followers,royaldiamond_12@yahoo.com,"+8801772144475, +8801795096980, +8801810141561, +8801810141651, +8801715852602",https://www.youtube,true,"Avenue , Gulshan-1 (1st Floor), Shop No : 11-12-13, Dhaka, Bangladesh, 1212
Dhaka, Dhaka",1d,9,new,Auto-extracted via extension.
2026-07-04,facebook,Diamond World DNM (New Market Dhaka),https://www.facebook.com/DWLnewmarket,retail,892,info@diamondworldltd.com,,http://www.diamondworldltd.com/,true,Dhaka,,9,new,"Auto-extracted via web extractor. Manual input — Name: Diamond World DNM (New Market Dhaka), Email: info@diamondworldltd.com, Website: http://www.diamondworldltd.com/, Address: Dhaka."
2026-07-04,facebook,Face by Saleha,https://www.facebook.com/facebysaleha,beauty,275K followers,,+8801816689897,http://www.salehasarwar.com/,true,"Road 10 block D House 68 lift - 3 Banani model town Banani,Dhaka, Dhaka",2d,8,new,Auto-extracted via extension.
2026-07-04,facebook,Touch By Fatema,https://www.facebook.com/touchbyfatema,beauty,33K followers,easmin.sultana4321@gmail.com,,,false,"road, Dhanmondi, Dhaka",2d,9,new,Auto-extracted via extension.
2026-07-04,facebook,Clear Skin,https://www.facebook.com/ClearSkinBD,general,99K followers,help@clearskinbd.com,+8801711774278,https://clearskinbd.com/,true,"Floor), Dhanmondi 9/A, Dhaka",1d,8,new,Auto-extracted via extension.
2026-07-04,facebook,Handloom Of Bangladesh,https://www.facebook.com/HandloomOfbangladesh2,retail,27K,heritagehut86@gmail.com,+8801723094152,https://g.co/kgs/nKXX8Kb,true,dhaka,,10,new,Auto-extracted via web extractor.
2026-07-04,facebook,Thrift Tradesy,https://www.facebook.com/thrifttradesy.bd,fashion,11K,thrifttradesybd@gmail.com,,,false,Dhaka,,10,new,Extracted via Lead Manager Pro.
2026-07-04,facebook,Bangladesh Thrift,https://www.facebook.com/BangladeshThriftofficial,fashion,67K,bangladeshthrift@gmail.com,+8801953364476,,false,"badda,rampura,haterjil,nekayton,dhaka",,10,new,Extracted via Lead Manager Pro.
2026-07-04,facebook,Zara Beauty Shop,https://www.facebook.com/zarabeautyshop03,retail,59K,zarabeautyshop03@gmail.com,+8801941178454,,false,Gazipur,,10,new,Auto-extracted via web extractor.
2026-07-04,facebook,Style Me,https://www.facebook.com/stylemeofficial,retail,416K,,+8801684858775,http://www.styleme.official.com/,true,"Dhanmondi , Dhaka",,9,new,Auto-extracted via web extractor.
2026-07-04,facebook,Best & Budget,https://www.facebook.com/bestnbudget,retail,82K,bestbudget17.bd@gmail.com,+8801533206808,,false,Dhaka,,10,new,Auto-extracted via web extractor.
2026-07-04,facebook,Papri Jewellers,https://www.facebook.com/PapriJewellers,retail,1.3M,paprijewellersbd@gmail.com,+8801911190831,,false,"Level - 7, Block - D, Shop No - 53 , jewellery park Bashundhara_City_Shopping_Mall, Dhaka",,10,new,Auto-extracted via web extractor.
2026-07-05,facebook,Fidelis Mart,https://www.facebook.com/fidelismart,general,7K,,+8801346143048,,false,Dhaka,,10,new,Extracted via Lead Manager Pro.
2026-07-05,facebook,Jaisa's Fashion BD,https://www.facebook.com/JaisaFashionBD,fashion,544K,jaisafashionbd@gmail.com,+8801879829796,,false,"Level 1)Opposite of Selina Hospital, Mazar Road, Mirpur-1, Dhaka",,10,new,Auto-extracted via web extractor.
2026-07-05,facebook,Minbah,https://www.facebook.com/minbahBD,fashion,21K,minbah67@gmail.com,01945281228,,false,rajshahi,,10,new,Extracted via Lead Manager Pro.
2026-07-05,facebook,An Nupur's Collection,https://www.facebook.com/profile.php?id=61585189513106,fashion,12K,nupurahmed826@gmail.com,+8801329088124,,false,rajshahi,,10,new,Auto-extracted via web extractor.
