date,platform,business_name,page_url,category,followers,email,phone,website,has_website,address,last_post_date,qualification_score,status,notes,follow_up_date,open_state,hours_text,deleted_at,saved_by_user_id,saved_by_user_name
2026-06-24,facebook,Flamingo clothing bd,https://www.facebook.com/flamingocloth,retail,25K followers,flamingoclothing.bd@gmail.com,+8801312621410,https://tiktok.com/@flamingo%20clothing%20bd,true,"""""""Sector-13""",Uttara,Dhaka,Dhaka,Bangladesh,1229,,,,,
Dhaka,"""Dhaka""""""","""""""Jun 23""","""2026 6:40 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,
2026-06-24,facebook,New Dhaka Jewellers,https://www.facebook.com/newdhakajewellers.bd,retail,104K likes,alifarakpur@gmail.com,+8801775222666,,false,Level-4 l Tokyo Square l Mohammadpur l Dhaka,3d,10,new,Auto-extracted via extension.,2026-06-27,,,,,
2026-06-24,facebook,Asma Fashion,https://www.facebook.com/asmafashion69,retail,182K followers,asmafashion69@gmail.com,"""""""+8801922411317""","""+6901922411317""""""",,false,"""""""Floor""",Shop No: 18/C,Shop Name: Asma Fashion,Gulshan Avenue,Dhaka- 1212.,"""Dhaka""""""","""""""Jun 24""",,,
2026-06-24,facebook,Sohan mirror & glass decor,https://www.facebook.com/Sohanmirrorglassdecor,general,51K likes,,+8801774565359,,false,Dhaka,"""""""Jun 24""","""2026 1:06 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,
2026-06-24,facebook,China Beauty Cosmetics,https://www.facebook.com/ChinaBeautyCosmeticsofficial,beauty,43K followers,foyez7318@gmail.com,+8801660184673,,false,Dhaka,2h,10,new,Auto-extracted via extension.,2026-06-27,,,,,
2026-06-24,facebook,Emily's Beauty Co.,https://www.facebook.com/EmilysBeautyCo,beauty,39K followers,severus27@icloud.com,+09639182488,https://tiktok.com/@emilysbeautyco,true,Dhaka,"""""""Jun 24""","""2026 3:29 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,
2026-06-24,facebook,Stylish Clothes,https://www.facebook.com/styleclothbdcom,retail,84K followers,stylishclothes288@gmail.com,+8801991558489,,false,"""""""road:- 02""",house :-109,"""Dhaka""""""","""""""Jun 24""","""2026 1:00 PM""""""",10,new,Auto-extracted via extension.,,,
2026-06-24,facebook,Smart Shopping,https://www.facebook.com/smartshopping21,retail,108K followers,,+8801407738324,https://www.tiktok.com/@smart.shopping5,true,Dhaka,"""""""Jun 24""","""2026 4:09 PM""""""",9,new,Auto-extracted via extension.,2026-06-27,,,,
2026-06-24,facebook,Boutique Shop by Adri,https://www.facebook.com/boutique.s.bd,retail,10K followers,boutiqueshopbyadri@gmail.com,"""""""+8801896077094""","""+101896077094""""""",,false,Dhaka,"""""""Jun 13""","""2026 12:13 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,
2026-06-24,facebook,The Paper Boutique,https://www.facebook.com/thepaperboutique.bd,retail,93K followers,the.paper.boutique.bd@gmail.com,"""""""+8801758797979""","""+8801864092653""""""",http://thepaperboutiquebd.com/,true,"""""""House: 8""",Road: 13(New)Living Space ComplexApartment: E1-A Dhanmondi Residential Area,"""Dhaka""""""",4d,9,new,Auto-extracted via extension.,,,
2026-06-24,facebook,Divine Boutique,https://www.facebook.com/clothingdivine360,retail,482K followers,,"""""""+8801973005503""","""+2901973005503""""""",,false,Dhaka,"""""""Jun 24""","""2026 6:00 PM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,
2026-06-24,facebook,Lighting store Bd,https://www.facebook.com/anusojibosbd,retail,258K followers,,,,false,Dhaka,3h,8,new,Auto-extracted via extension.,2026-06-27,,,,,
2026-06-24,facebook,Way Fashion,https://www.facebook.com/wayfashionbd,retail,134K followers,,+8801996945464,,false,,20h,8,new,Auto-extracted via extension.,2026-06-27,,,,,
2026-06-24,facebook,Beauty Supply BD,https://www.facebook.com/BeautySupplyBD,general,52K followers,contact@beautysupplybd.com,"""""""+8801837147812""","""+8801817921976""""""",https://www.facebook,true,"""""""Road""",Dhaka-1000,Ramna,Bangladesh,1000,,,,,
Khulna,Khulna Division,Bangladesh · Rajshahi,Rajshahi Division,"""Bangladesh · Chittagong""""""","""""""Jun 24""","""2026 11:29 AM""""""",10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,
2026-06-24,facebook,ERA Fashion BD,https://www.facebook.com/QueensElegancebd,retail,10K followers,,+8801842230955,https://www.facebook,true,"""""""Level-2 (3rd Floor)""",,,,,,,,,,
Eastern Plus Shopping Complex,,,,,,,,,,,,,,,,,,,,
145 Shantinagar,"""Dhaka""""""","""""""Jun 23""","""2026 9:08 AM""""""",9,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,
2026-06-24,facebook,Your Cinderella,https://www.facebook.com/yourcinderella77,retail,191K followers,yourcinderella110@gmail.com,+8801318148827,,false,"""""""Road-3""",Block-D,House -24,,,,,,,,
Women's clothing store,,,,,,,,,,,,,,,,,,,,
$$,,,,,,,,,,,,,,,,,,,,
01318-148827,,,,,,,,,,,,,,,,,,,,
Your Cinderella,,,,,,,,,,,,,,,,,,,,
Details,,,,,,,,,,,,,,,,,,,,
$$,,,,,,,,,,,,,,,,,,,,
Always open,,,,,,,,,,,,,,,,,,,,
"""Dhaka""""""",2h,10,new,Auto-extracted via extension.,2026-06-27,,,,,,,,,,,,,,,
2026-06-25,facebook,IFRA,https://www.facebook.com/ifra.bangladesh,fashion,11K followers,ifra.officialbd@gmail.com,+8801357085045,https://tiktok.com/@ifra_clothing,true,"""""""Level-03""",Block-C,Bashundhara City Shopping Mall,"""Dhaka""""""",1w,9,new,Auto-extracted via extension.,,,
2026-06-25,facebook,Beli mart Alhadaya,https://www.facebook.com/alhadayashop,general,23K followers,124sabbirhossain1999@gmail.com,+8801717184763,http://www.alhadayashopc.om/,true,Dhaka,1d,9,new,Auto-extracted via extension.,2026-06-28,,,,,
2026-06-25,facebook,Ambella,https://www.facebook.com/ambellabd,fashion,8.6K followers,ambella2025@gmail.com,+8801540514914,,false,,1h,9,new,Auto-extracted via extension.,2026-06-28,,,,,
2026-06-25,facebook,Asma Fashion,https://www.facebook.com/asmafashionctg,fashion,20K followers,asmafashion850@gmail.com,,https://www.facebook,true,"""""""Block""",Halishahar,"""Chittagong""""""","""""""Jun 25""","""2026 11:37 AM""""""",9,new,Auto-extracted via extension.,,,
2026-06-25,facebook,AT Luxury Jewellers,https://www.facebook.com/atluxuryjewellers,jewelry,12K followers,atluxuryjewellers@gmail.com,,,false,Dhaka,"""""""Jun 25""","""2026 2:03 PM""""""",10,new,Auto-extracted via extension.,2026-06-28,,,,
2026-06-25,facebook,Plus Size Clothing BD,https://www.facebook.com/plussizeclothingbd1,fashion,118K followers,wholesalebazaarclothing@gmail.com,+8801611389555,http://www.wholesalebazaarbd.com/,true,"""""""sector 15 Uttara""",west side of Uttara Uttar Metro station,"""Dhaka""""""","""""""Jun 25""","""2026 4:49 PM""""""",10,new,Auto-extracted via extension.,,,
2026-06-25,facebook,Arno Fashion Gallery,https://www.facebook.com/ArnoFashionGallery,fashion,48K followers,nasrinakter1510@gmail.com,+8801317408139,,false,"""""""House-50""",Jhawlahati Chowrasta,Ashrafabad,Kamrangirchar,"""Dhaka""""""","""""""Jun 24""","""2026 12:11 PM""""""",10,,,
2026-06-25,facebook,The Hawkers,https://www.facebook.com/thehawkersbd,general,159K likes,thehawkersbd@gmail.com,+8801312893183,,false,Dhaka,"""""""Jun 24""","""2026 10:23 PM""""""",10,new,Auto-extracted via extension.,2026-06-28,,,,
2026-06-25,facebook,Dhaka Shop BD,https://www.facebook.com/dhakashopchinabd,retail,3.3K followers,mamunhasanprince@gmail.com,+8801754980665,,false,Dhaka,"""""""Jun 24""","""2026 10:09 AM""""""",10,new,Auto-extracted via extension.,2026-06-28,,,,
2026-06-25,facebook,Boys Gift Shop,https://www.facebook.com/profile.php?id=61554334586497,retail,10K followers,,+8801627572881,,false,Dhaka,2h,9,new,Auto-extracted via extension.,2026-06-28,,,,,
2026-06-25,facebook,Rainbowmart,https://www.facebook.com/ourrainbowmart,general,247K followers,ourrainbowmart@gmail.com,+8801742689007,,false,Dhaka,43m,9,new,Auto-extracted via extension.,2026-06-28,,,,,
2026-06-26,facebook,Mohavir Life style,https://www.facebook.com/MohavirFashion,fashion,54K followers,mohavirfashion@gmail.com,+8801611451581,,false,"""""""Road)Dhaka-1205 & 218""",New Elephant Road,Bata Signal,Dhaka-1205,Dhaka,Bangladesh,1205,,,,
Dhaka,"""Dhaka""""""",22h,10,new,Auto-extracted via extension.,2026-06-29,,,,,,,,,,,,,,
2026-06-26,facebook,Glamgrl,https://www.facebook.com/glamgrl.com.bd,general,1.4M followers,info@glamgrl.com.bd,+8801407055100,http://www.glamgrl.com.bd/,true,"""""""Road 16(new) 27(old)""",Shop 15,Level 3,Dhanmondi,Dhaka,Bangladesh,1209,,,,
Rangpur,Rangpur Division,Bangladesh · Khulna,"""Khulna""""""",1m,9,new,Auto-extracted via extension.,2026-06-29,,,,,,,,,,,,
2026-06-26,facebook,Miss Organic Bangladesh,https://www.facebook.com/fromvillagEarth,services,59K followers,missorganicbangladesh@gmail.com,"""""""+8801913488684""","""+8801913515013""""""",https://missorganicbangladesh.com/,true,Dhaka,2h,9,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Butter & Grace Khilgaon,https://www.facebook.com/profile.php?id=61589431926592,restaurant,1.5K likes,buttergrace95@gmail.com,+8801319125897,,false,"""""""Level-3""",Taltola Khilgaon Road,(Beside Taltola Market) 1219 Dhaka,Bangladesh.,"""Dhaka""""""","""""""Jun 24""","""2026 8:14 PM""""""",10,,,
2026-06-26,facebook,Cluf,https://www.facebook.com/clufonlineshopping,fashion,58K followers,clufbd@gmail.com,+8801840311117,https://clufbd.com/,true,"""""""road 15 avenue 2 Mirpur DOHS""","""Dhaka""""""",5d,9,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,"""""""Sellirio""",,,,,,,,,,,,,,,,,,
"""(Online Shop)""""""",https://www.facebook.com/sellirio,retail,80K followers,support@sellirio.com,+8801918311422,https://tiktok.com/@sellirio_bd,true,"""""""Level 4 (Lift 3)""",New Market City Complex,Dhaka,Bangladesh,1000,,,,,,,,
"""Chittagong Division · Rangpur Division · Sylhet""""""",6h,9,new,Auto-extracted via extension.,2026-06-29,,,,,,,,,,,,,,,
2026-06-26,facebook,Pot Of Jewellery,https://www.facebook.com/PotOfJewellery.bd,jewelry,7.1K followers,,,https://www.instagram,true,Dhaka,6m,7,new,Auto-extracted via extension.,,,,,,
2026-06-26,facebook,London Spree,https://www.facebook.com/londonspree.bd,general,32K followers,,,,false,Dhaka,"""""""Jun 26""","""2026 3:24 PM""""""",9,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Baago.shop.bd,https://www.facebook.com/Baago.shop.bd,general,30K followers,baagoshop@gmail.com,+8801329607127,http://baagoshop.shop/,true,Dhaka,"""""""Sep 26""","""2025 12:17 AM""""""",6,new,Auto-extracted via extension.,,,,,
2026-06-26,facebook,Lady Cart BD,https://www.facebook.com/ladycartbd,general,3.3K followers,,+8801962618205,,false,Dhaka,"""""""Jun 26""","""2026 12:43 AM""""""",10,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Treasure,https://www.facebook.com/treasurebytabassum,fashion,148K followers,treasure90908@gmail.com,+8801810763177,https://www.facebook,true,Chittagong,18h,9,new,Auto-extracted via extension.,2026-06-29,,,,,
2026-06-26,facebook,Perryco,https://www.facebook.com/profile.php?id=61572421354684,general,252K followers,perryco.official@gmail.com,+8801752082649,,false,Dhaka,8h,9,new,Auto-extracted via extension.,2026-06-29,,,,,
2026-06-26,facebook,Sara’s Collection,https://www.facebook.com/sarasscollectionn,general,29K followers,sa.piuly1996@gmail.com,+8801789435497,,false,Dhaka,6d,10,new,Auto-extracted via extension.,2026-06-29,,,,,
2026-06-26,facebook,Sāṅjh,https://www.facebook.com/Sanjh.Boutique,fashion,263K followers,,"""""""+8801942912129""","""+8801310589809""""""",https://www.facebook,true,Dhaka,6h,8,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Leo Trades,https://www.facebook.com/LeoTrades,retail,313K followers,rahmanj209@gmail.com,"""""""+8801611156162""",+8801671669473,"""+101611156162""""""",,false,Dhaka,22h,10,new,Auto-extracted via extension.,2026-06-29,,,
2026-06-26,facebook,Tamaz BD-Mirpur 2,https://www.facebook.com/tamazbdmirpur2,general,118K followers,tamazbdmirpur2@gmail.com,"""""""+8801994887453""","""+201994887453""""""",,false,"""""""Floor""",Mirpur Shopping Center,Mirpur 2,"""Dhaka""""""","""""""Jun 26""","""2026 5:34 PM""""""",10,,,
2026-06-26,facebook,Dress It Up,https://www.facebook.com/dressitupbylamsam,fashion,68K followers,dressitup899@gmail.com,,,false,Dhaka,4h,9,new,Auto-extracted via extension.,2026-06-29,,,,,
2026-06-26,facebook,Mibsam Perfumes,https://www.facebook.com/mibsamperfumes,general,15K followers,mibsamperfume@gmail.com,+8801338250065,http://yashabd.com/,true,Dhaka,"""""""Jun 25""","""2026 12:19 PM""""""",10,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Stellar Perfumes,https://www.facebook.com/stellarperfumes,general,4.7K followers,,+8801329163448,http://www.stellarperfumes.com.bd/,true,Sylhet,"""""""May 18""","""2026 9:01 PM""""""",8,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Jhumu collection,https://www.facebook.com/profile.php?id=100065244273248,general,443K followers,jhumucollection1@gmail.com,+8801715058265,,false,Narayanganj,"""""""Jun 26""","""2026 3:01 PM""""""",10,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Bag Lounge Bd,https://www.facebook.com/WholesaleLoungeBD,retail,19K followers,humayrakhan1234@gmail.com,+8801865429478,,false,Dhaka,"""""""Jun 25""","""2026 1:18 PM""""""",10,new,Auto-extracted via extension.,2026-06-29,,,,
2026-06-26,facebook,Dulcet Stuff,https://www.facebook.com/profile.php?id=61554161270211,retail,149K followers,dulcetstuff29@gmail.com,+8801581655404,,false,Dhaka,6h,10,new,Auto-extracted via extension.,2026-06-29,,,,,
2026-06-26,facebook,Sanad,https://www.facebook.com/Sanadwear,services,126K followers,sanadwear@gmail.com,+8801909423634,,false,Chittagong,1h,10,new,Auto-extracted via extension.,2026-06-29,,,,,
2026-06-26,facebook,Rahmans,https://www.facebook.com/profile.php?id=61550873576081,retail,237K followers,,+8801602054288,http://www.therahmansstore.com/,true,"""""""Floor""",,,,,,,,,,
Madina Ashik Tower,Chawkbazar,"""Dhaka""""""","""""""Jun 23""","""2026 11:30 PM""""""",9,new,Auto-extracted via extension.,2026-06-29,,,,,,,,,,,,
2026-06-26,facebook,"""""""F & c bd""",,,,,,,,,,,,,,,,,,
"""(F n C)""""""",https://www.facebook.com/fnc.fashionnclick,fashion,589K followers,ishratfnc111@gmail.com,+8801712109850,,false,"""""""Road""",Dhaka,Bangladesh,1215,,,,,,,,,
"""Chittagong Division · Rangpur Division · Sylhet Division · Dhaka Division · Khulna Division · Rajshahi""""""","""""""Jun 26""","""2026 5:52 PM""""""",10,new,Auto-extracted via extension.,2026-06-29,,,,,,,,,,,,,,
2026-06-26,facebook,Satori,https://www.facebook.com/satori.bdd,home,610K followers,,+8801841728674,,false,"""""""Road No. 11""",2FL,Banani,Dhaka ( Above Monno Ceramics ),"""Dhaka""""""","""""""Jun 24""","""2026 10:03 PM""""""",10,,,
2026-06-26,facebook,Glory Furniture and Home decor,https://www.facebook.com/gloryfurnitureandhomedecor,home,31K followers,jiaursafollo@gmail.com,"""""""+8801815251174""","""+8801752900500""""""",https://gloryfurniture.com.bd/,true,"""""""House#21""",Road#7,Block#J,(Baganbari Bustand),Banasree,Rampura,"""Dhaka""""""",,,
2026-06-26,facebook,4 Sisters Home Decor & Lighting,https://www.facebook.com/4SistersBD,home,4.6K followers,,"""""""+8801400506082""","""+8801865896523""""""",https://4sistersbd.com/,true,Dhaka,"""""""Jun 26""","""2026 7:40 AM""""""",9,new,Auto-extracted via extension.,2026-06-29,,,
2026-06-26,facebook,Watch BD Shop,https://www.facebook.com/watchbdshop,retail,18K followers,,+8801607098714,,false,Dhaka,3h,9,new,Auto-extracted via extension.,2026-06-29,,,,,
2026-06-26,facebook,Barcode by Taru,https://www.facebook.com/TaruBarcode,fashion,62K followers,,"""""""+8801717753142""","""+8801717434364""""""",,false,"""""""road) House Number 36 (beside of Domino's Pizza) Dhanmondi simanta Sambhar market level 1""",shop number 1006,"""Dhaka""""""","""""""Jun 26""","""2026 5:01 PM""""""",10,new,,,
2026-06-26,facebook,RAIN Clothing Bangladesh,https://www.facebook.com/RainclothingBangladesh,fashion,443K followers,,"""""""+8801711333169""","""+8801712262814""""""",,false,Dhaka,"""""""Jun 25""","""2026 6:08 PM""""""",10,new,Auto-extracted via extension.,2026-06-29,,,
2026-06-27,facebook,May be an image of text,https://www.facebook.com/artbd,fashion,496K followers,,+8801792000000,https://artlifestyle.com.bd/,true,Dhaka,13h,8,new,Auto-extracted via extension.,2026-06-30,,,,,
2026-06-27,facebook,Quality apparel,https://www.facebook.com/profile.php?id=61569066623805,fashion,126K followers,qualityapparel038@gmail.com,+8801405241044,,false,Dhaka,1h,10,new,Auto-extracted via extension.,2026-06-30,,,,,
2026-06-27,facebook,New BD Jewellery Rigga,https://www.facebook.com/profile.php?id=61577181908084,jewelry,7.8K followers,,+0505300269,https://tiktok.com/@new.bd.jewellery3,true,,12h,7,new,Auto-extracted via extension.,,,,,,
2026-06-27,facebook,Kayes Perfume Gallery,https://www.facebook.com/Kayes.Perfumes,general,30K followers,,+8801332547671,,false,Dhaka,3d,8,new,Auto-extracted via extension.,2026-06-30,,,,,
2026-06-27,facebook,Beauty Obsession,https://www.facebook.com/profile.php?id=100063762420199,jewelry,26K followers,,+8801831477530,,false,Dhaka,"""""""Jun 26""","""2026 11:02 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Classy Anaya,https://www.facebook.com/classyanaya,fashion,4.1K followers,anannahasan94@gmail.com,+8801982898019,,false,Rangpur,"""""""Jun 27""","""2026 10:30 AM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Goyna kutir.BD-গয়না কুটির,https://www.facebook.com/goynakutir1118,jewelry,52K likes,goynakutir1811@gmail.com,+8801729652507,,false,Dhaka,"""""""Jun 22""","""2026 9:00 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,RS Beauty BD,https://www.facebook.com/RSbeautyBD24Time,fashion,25K followers,nahiyanshamim16@gmail.com,+8801790255267,,false,"""""""Dhaka""",Bangladesh,,,,,,,,,
Details,,,,,,,,,,,,,,,,,,,,
100% recommend (37 Reviews),,,,,,,,,,,,,,,,,,,,
$,,,,,,,,,,,,,,,,,,,,
"""Elephant road""""""",1d,10,new,Auto-extracted via extension.,2026-06-30,,,,,,,,,,,,,,,
2026-06-27,facebook,Fashion purifyin,https://www.facebook.com/profile.php?id=100090197431857,fashion,27K followers,nahid.khan0709@gmail.com,+8801626543667,,false,Dhaka,"""""""Jun 26""","""2026 12:37 AM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Hoss Fashion,https://www.facebook.com/Hossfashionn,fashion,100K followers,hossfashion2@gmail.com,"""""""+8801781913106""","""+6255097970""""""",,false,Dhaka,23h,10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Milana,https://www.facebook.com/milainaofficial,retail,1.2M followers,malihabin7@gmail.com,"""""""+8801886439982""",+8801862966098,"""+501886439982""""""",http://milana-bd.com/,true,"""""""level 2 block c shop 74&75""",Dhaka,Bangladesh,1209,,,,,
Dhaka,"""Dhaka""""""",1h,9,new,Auto-extracted via extension.,2026-06-30,,,,,,,,,,,,,,
2026-06-27,facebook,Online Mart BD,https://www.facebook.com/onlinemartbd0,general,58K followers,onlinemartbd2022@gmail.com,"""""""+8801973322753""","""+101973322753""""""",https://tiktok.com/@online_mart_bd%3F_t%3DZS-8srRpgaJN4M%26_r%3D1,true,Dhaka,1d,9,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,The kitchen and decor,https://www.facebook.com/profile.php?id=100075844362303,services,34K followers,arohisosi15@gmail.com,+8801754679063,,false,Dhaka,2h,10,new,Auto-extracted via extension.,2026-06-30,,,,,
2026-06-27,facebook,Al Baik International,https://www.facebook.com/albaikint,restaurant,11K followers,thealbaikinernational@gmail.com,"""""""+8801727999400""","""+8801339939669""""""",https://www.thealbaikinternational.com/,true,"""""""Road""",Khulshi,"""Chattogram""""""",27m,9,new,Auto-extracted via extension.,,,
2026-06-27,facebook,Sadeeq agro,https://www.facebook.com/sadeeqagrobd,restaurant,138K followers,sadeeqagro1207@sadeeqagro.com,"""""""+8801980008886""","""+8801958083858""""""",http://www.sadeeqagro.com/,true,Dhaka,1w,9,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Shopping with Suporna,https://www.facebook.com/profile.php?id=61555003916819,general,28K followers,supornachowdhury01@gmail.com,,https://www.instagram,true,Dhaka,"""""""Jun 27""","""2026 3:27 PM""""""",9,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Meena Bazar,https://www.facebook.com/meenabazar.bd,retail,770K followers,info@meenabazar.com.bd,"""""""+8801933117755""","""+8801908517019""""""",https://tiktok.com/@meenabazarbd,true,,"""""""Jun 27""","""2026 12:00 PM""""""",9,new,Auto-extracted via extension.,2026-06-30,,,
2026-06-27,facebook,BD grocery shop,https://www.facebook.com/bd.grocery.shop,retail,132K followers,nusratjahanshorna2020@gmail.com,,https://tiktok.com/@bd.grocery.shop821%3F_t%3DZS-8uxBxILuev3%26_r%3D1,true,Dhaka,35m,8,new,Auto-extracted via extension.,2026-06-30,,,,,
2026-06-27,facebook,Almas Super Shop,https://www.facebook.com/almassupershop,retail,11K followers,almassupershop.online@gmail.com,+8801791324728,http://almas.com.bd/,true,"""""""House #81""",Road 8/A,Dhanmondi,Dhaka,Dhaka,Bangladesh,1209,,,,
Dhaka,"""Dhaka""""""",4d,9,new,Auto-extracted via extension.,2026-06-30,,,,,,,,,,,,,,
2026-06-27,facebook,GroceryGuy,https://www.facebook.com/Grocery.Guy123,retail,7K followers,,+8801973667388,https://groceryguybd.com/,true,"""""""House#13/A""",Road#17,Block#K,Banani,Dhaka-1213,Banani Model Town,Bangladesh,1213,,,
Dhaka,"""Dhaka""""""","""""""Jun 26""","""2026 6:13 PM""""""",9,new,Auto-extracted via extension.,2026-06-30,,,,,,,,,,,,,
2026-06-27,facebook,Super Store,https://www.facebook.com/SuperStoreAnwar,retail,113K followers,mssuperstore40@gmail.com,"""""""+8801888000461""","""+8801794690562""""""",,false,Dhaka,3h,10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Elor,https://www.facebook.com/elorofficial.bd,jewelry,136K followers,official.elor@gmail.com,"""""""+8801886580924""","""+1861044702""""""",https://pinterest.com/elorofficial,true,"""""""Road No. 11""",Banani,"""Dhaka""""""","""""""Jun 25""","""2026 7:30 PM""""""",10,new,,,
2026-06-27,facebook,One Electronics,https://www.facebook.com/oneelectronics.com.bd,retail,50K followers,,+8801335175150,http://www.oneelectronics.com.bd/,true,"""""""road""",sutrapur,"""dhaka""""""",5d,8,new,Auto-extracted via extension.,2026-06-30,,,
2026-06-27,facebook,Dhaka Fashion,https://www.facebook.com/dhakafashion.89,fashion,65K followers,ariful.islam070389@gmail.com,+8801717825382,,false,"""""""Floor""",Eastern Mollika shopping Complex,"""Old Elephant Road Dhaka""""""",1d,10,new,Auto-extracted via extension.,2026-06-30,,,
2026-06-27,facebook,The Beauty Lounge,https://www.facebook.com/thebeautyloungebd,beauty,151K followers,thebeautyloungebd@gmail.com,+8801309009343,,false,Dhaka,"""""""Apr 21""","""2026 7:32 PM""""""",9,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Fashion Corner BD,https://www.facebook.com/fashioncornerbd7,fashion,79K followers,rzbrtna@gmail.com,+8801581620106,,false,Dhaka,1w,10,new,Auto-extracted via extension.,2026-06-30,,,,,
2026-06-27,facebook,At The Table,https://www.facebook.com/atthetablefoodcourt,restaurant,35K followers,atthetablefoodcourt@gmail.com,+8801955575034,,false,Dhaka,"""""""Jun 25""","""2026 8:20 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Vault Dhaka,https://www.facebook.com/vaultdhaka,restaurant,25K followers,vaultdhaka@gmail.com,+8801897646488,,false,"""""""Avenue""",Dhaka,Bangladesh,1213,,,,,,,
Services,,,,,,,,,,,,,,,,,,,,
Specialties,,,,,,,,,,,,,,,,,,,,
Reservations,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
· Dine-in,,,,,,,,,,,,,,,,,,,,
Contact info,,,,,,,,,,,,,,,,,,,,
vaultdhaka,,,,,,,,,,,,,,,,,,,,
01897-646488,,,,,,,,,,,,,,,,,,,,
"""vaultdhaka""""""",1d,10,new,Auto-extracted via extension.,2026-06-30,,,,,,,,,,,,,,,
2026-06-27,facebook,fashiongallery.com,https://www.facebook.com/fashiongallerytailorsandfabrics,fashion,2.9K followers,badshapunno@gmail.com,+8801712168314,http://fashiongellery.com/,true,"""""""road""",Dhaka-1229 Bangladesh.,Dhaka,Bangladesh,1229,,,,,,
Dhaka,"""Dhaka""""""","""""""Jun 26""","""2026 8:16 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,,,,,,,,,,
2026-06-27,facebook,Hello Dhaka,https://www.facebook.com/hellodhaka21,restaurant,1.4K followers,,+64 6-982 8775,,false,Dhaka,"""""""Jun 27""","""2026 7:42 AM""""""",9,new,Auto-extracted via extension. Manual input — Phone: +64 6-982 8775.,2026-06-30,,,,
2026-06-27,facebook,Oasis Outfit,https://www.facebook.com/oasisoutfit,retail,947K followers,oasisoutfit@gmail.com,"""""""+8801404000983""","""+701404000983""""""",https://www.oasisoutfit.com/,true,"""""""Floor) 4""",Zakir Hossain Road,Concord Khulshi Town Center,Khulshi,Chattagram.,Chittagong,Bangladesh,,,
Rangpur,"""Rangpur""""""","""""""Jun 27""","""2026 5:47 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,,,,,,,,,,
2026-06-27,facebook,Unique Home Decoration Item,https://www.facebook.com/UniqueHomeDecorationItem,home,52K followers,uniquehomedecorationitem@gmail.com,"""""""+8801303337117""","""+8801795598634""""""",http://www.uniquehomedecorationitem.com.bd/,true,Dhaka,"""""""Jun 27""","""2026 2:23 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,
2026-06-27,facebook,Arma,https://www.facebook.com/arma.bangladesh,general,103K followers,mahemahossain@gmail.com,"""""""+8801326239157""","""+20320310413""""""",https://tiktok.com/@arma_bangladesh,true,Rangpur,20h,9,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Saiful Express Ltd.,https://www.facebook.com/SaifulExpressLtd,general,3.3M likes,saifulislam1423@gmail.com,+4344991218,,false,Dhaka,"""""""Jun 27""","""2026 5:31 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,,
2026-06-27,facebook,Beauty Looks,https://www.facebook.com/profile.php?id=100026823202097,services,12K followers,beautylooks73@gmail.com,"""""""+8801410611692""","""+5301410611692""""""",https://tiktok.com/@beauty.looks53,true,Dhaka,"""""""Jun 25""","""2026 8:55 PM""""""",10,new,Auto-extracted via extension.,2026-06-30,,,
